data/time,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2020.04.11,135.856,117.088,123.52,99.952,97.168,92.784,81.824,93.808,78.256,91.296,166.736,183.104,191.136,184.784,154.208,128.64,141.12,149.2,129.392,162.816,207.072,180.384,138.496,131.92
2020.04.12,123.6,99.392,93.84,93.888,89.104,63.184,83.984,72.624,72.608,74.912,144.144,161.328,182.608,189.44,173.44,163.2,143.136,187.824,194.752,188.384,220.88,237.024,207.36,177.376
2020.04.13,124.368,115.792,98.64,101.744,89.072,88.592,82.992,85.856,93.488,101.392,148.096,178.704,189.76,187.264,140,145.264,150.24,188.8,178.976,209.312,218.464,222.496,174.272,142.416
2020.04.14,126.608,107.36,109.28,114.304,98.256,105.024,76.816,70.464,81.888,97.648,168.592,180.528,171.632,187.296,164.384,152.432,156.944,180.624,185.568,197.472,213.008,218.816,169.584,149.328
2020.04.15,125.632,126.784,105.008,95.36,89.632,93.488,87.216,88.784,91.904,84.448,157.376,167.232,185.312,229.072,173.168,177.28,176.16,193.68,195.664,207.056,215.296,240.384,191.136,146.432
2020.04.16,129.536,115.584,112.912,103.856,96.176,85.424,80.688,81.264,94.304,91.376,155.68,174.304,182.816,168.048,160.448,155.216,145.152,178.592,167.616,187.2,213.328,200.272,171.552,145.696
2020.04.17,112.704,108.048,102.48,91.776,87.936,84.688,79.888,65.152,77.856,86.832,145.408,147.792,143.2,151.904,129.664,114.576,119.408,140.304,161.76,173.152,178.72,172.032,130.432,116.16
2020.04.18,99.184,86.352,84.16,79.872,88.864,77.792,64.608,64.064,67.328,69.808,119.168,136.704,129.552,133.744,109.84,97.28,101.392,140.896,141.008,175.072,166.672,182.176,139.216,113.824
2020.04.19,105.936,90.032,83.84,79.312,76.272,81.008,61.84,76.848,49.008,70.704,107.808,140.688,146.256,135.296,112.208,113.12,106.624,147.072,164.848,190.032,180.576,189.984,150.784,135.808
2020.04.20,111.808,98.64,98.144,87.056,86.8,86.208,79.056,61.024,69.456,99.6,130.656,141.984,151.824,154.336,103.152,114.544,113.456,147.888,178.032,202.416,230.08,223.984,168.16,140.896
2020.04.21,109.504,111.52,97.104,92.464,89.632,86.784,77.648,89.68,93.76,94.368,150.8,180.192,191.328,175.552,157.392,132.352,137.6,162.88,174.864,222.208,210.992,213.28,159.36,129.984
2020.04.22,109.68,99.92,87.904,85.168,84.672,80.256,72.256,67.616,71.184,74.128,137.216,160.656,163.648,152.96,150.496,130.672,131.008,168.928,179.344,204.864,202.768,181.344,151.296,123.616
2020.04.23,106.816,102.528,93.696,82.24,81.824,83.008,84.192,75.584,69.648,87.696,147.584,157.36,159.888,158.464,153.888,146.448,126.208,182.544,191.056,201.824,210.192,216.048,173.888,142.624
2020.04.24,119.36,109.408,105.184,101.712,92.736,93.44,73.232,72.624,81.68,97.248,185.792,207.44,211.344,222.928,202.432,162.096,158.736,188.672,194.08,207.456,206.016,217.84,180.864,130.992
2020.04.25,111.136,99.328,86.656,77.888,92.864,84.88,72.928,76.928,67.376,84.88,132.608,145.248,137.504,158.752,131.728,152.992,145.072,145.232,163.696,192.208,194,163.824,146.736,117.28
2020.04.26,99.216,101.456,81.648,84.976,83.968,82.848,66.8,60.048,60.4,72,113.408,162.928,164.496,145.632,142.24,96.736,119.552,146.768,158.032,179.136,188.64,183.472,152.528,107.744
2020.04.27,104.512,89.984,82.608,75.616,69.856,76.352,62.272,60.288,55.984,75.776,146.992,161.168,142.384,152.064,119.216,109.904,114,149.024,150.528,174.48,178.944,167.152,137.712,110.544
2020.04.28,92.304,87.36,84.432,78.176,80.544,79.424,62.432,57.376,67.232,70.608,132.944,150.096,163.712,140.56,132.976,120.48,115.28,162.288,156.976,188.112,198.128,183.008,130.784,114.24
2020.04.29,98.08,86,93.44,74.832,78.464,82.432,68.448,68.64,68.496,85.104,124.112,153.536,160.672,195.936,151.712,123.2,126.464,179.696,162.768,199.856,199.584,190.848,162.816,129.136
2020.04.30,107.088,96.208,81.728,86.496,86.656,87.536,65.76,76.208,74.96,87.392,137.712,160,156.24,159.024,139.36,117.968,116.832,145.088,157.488,182.272,184.384,178.16,145.776,120.736
2020.05.01,98.144,92.096,84.352,87.36,85.168,79.952,67.152,69.664,70.448,77.104,137.2,139.568,145.552,158.464,128.368,125.472,107.968,148.512,143.888,189.872,194.704,189.136,131.872,118.8
2020.05.02,102.64,87.664,92.944,89.056,80.24,78.512,68.192,65.664,74.768,90.912,165.328,176.416,164.224,171.84,152.176,152.32,141.76,173.664,158.816,210.864,219.824,186.864,155.952,117.52
2020.05.03,104.432,104.848,104,85.984,84.656,84.144,66.56,76.816,79.6,93.008,147.296,196.224,194.512,199.776,156.56,155.648,150.688,171.744,201.52,219.776,223.632,238.384,175.872,144.528
2020.05.04,123.808,119.84,117.776,100.24,93.52,96.88,84.128,84.656,90.128,85.824,173.376,188.752,193.472,208.112,176.576,154.128,164.864,188.56,190.704,239.296,219.76,213.44,159.088,144.8
2020.05.05,120.848,104,99.728,94.736,83.728,80.128,75.424,62.816,55.808,67.968,108.848,114.112,99.168,114.496,92.56,64.736,86.24,122.272,123.056,167.36,153.264,154.896,109.504,95.04
2020.05.06,83.552,77.36,70.544,68.08,61.216,72.432,51.92,50.672,55.008,71.568,86.656,107.392,93.312,101.36,76.048,69.92,71.456,113.968,104.08,137.856,134.688,113.184,113.568,86.256
2020.05.07,78.176,70.448,68.144,62.896,63.568,68.96,53.68,51.152,52.416,52.112,104.304,120.144,104.384,123.808,75.376,73.392,76.464,112.08,103.68,142.096,143.296,133.904,106.816,96.592
2020.05.08,67.44,76.064,68.128,64.016,59.264,64.928,48.16,53.12,51.952,59.84,137.424,115.04,108.8,124.864,111.36,79.808,76.72,118.608,115.536,146.928,142.544,130.752,99.952,90.608
2020.05.09,74.992,72.176,73.008,68.448,63.056,57.584,49.2,47.856,42.384,51.696,82.384,99.12,87.584,81.728,71.008,58.896,58.464,86.416,91.504,126.576,123.712,122.976,91.856,73.088
2020.05.10,67.12,54.816,55.232,53.488,53.44,52.64,48.496,54.432,46.944,41.552,82.608,78.8,71.376,62.672,58.864,55.616,72.848,76.64,76.4,109.456,130.256,108.592,92.8,69.36
2020.05.11,71.216,59.2,56.72,52.672,50.8,57.52,52.048,52.272,46.48,46.336,77.424,98.352,69.04,68.528,62.464,56.08,55.952,96.304,92.08,126.784,122.32,123.712,89.12,76.24
2020.05.12,59.44,55.152,58.176,59.376,52.288,54.944,46.64,61.424,45.376,49.424,81.52,78.768,75.488,67.552,57.584,50.608,62.352,80.96,93.904,121.664,122.528,107.744,94.384,77.856
2020.05.13,66.384,52.848,54,49.44,50.816,55.632,45.984,52.992,38.544,58,83.424,90.464,98.24,93.872,70.192,57.808,67.12,108.96,109.264,142.176,131.248,124.736,115.152,81.872
2020.05.14,65.84,62.464,60.448,54.4,60.736,68.528,45.984,54.688,40.048,49.472,85.52,100.32,116,110.608,76.896,81.328,81.488,115.008,128.976,171.68,159.216,148.688,127.584,85.616
2020.05.15,79.152,63.872,60.528,59.184,55.84,60.928,45.616,43.776,43.728,58.88,103.168,117.36,113.84,136,93.184,92.816,80.688,119.888,108.08,166.8,168.224,126,114.768,98.784
2020.05.16,76.112,71.072,62.304,64.576,59.296,61.104,55.456,52.112,47.296,74.24,114.784,114.96,114.272,117.04,118.944,78.528,87.536,136.976,122.176,151.792,160.32,129.76,119.856,88.448
2020.05.17,74.112,69.2,61.824,57.264,60.192,64.544,45.04,55.072,45.136,52.832,91.056,105.936,118.224,86.528,65.504,64.88,65.648,110.112,110.848,134.608,139.232,130.464,121.52,95.792
2020.05.18,78.8,70.768,64.496,63.376,64.304,65.216,60.592,62.368,44.272,63.424,117.856,122,118.224,108.528,88.624,75.568,84.176,143.136,151.84,182.512,177.312,156.256,132.864,112.432
2020.05.19,89.888,71.264,76.336,63.84,68.784,67.904,65.584,66.08,62.08,67.104,132.048,131.056,134.688,119.472,89.92,87.616,103.456,130.528,137.232,171.248,188.912,167.52,140.112,98.368
2020.05.20,88.992,74.944,76.256,67.088,64.88,59.424,57.696,49.68,46.848,60.688,116.992,118.88,133.152,128.128,103.008,84.768,91.232,130.4,131.936,163.824,161.712,167.104,133.632,110.592
2020.05.21,96.192,79.024,69.568,65.92,69.856,68.16,61.024,54.112,47.056,59.52,123.904,176.848,150.288,159.392,141.616,110.736,140.288,138.848,122.208,166.368,157.68,148.48,116.224,105.28
2020.05.22,90.496,82.352,70.896,61.744,66.512,66.48,61.264,53.968,58.752,80.352,144.864,160.784,154.656,169.04,152.32,113.088,117.36,138.88,140.576,159.824,191.312,161.6,111.456,100.624
2020.05.23,84.048,75.648,75.184,72.816,71.712,68.064,53.808,52.448,56.976,69.12,134.192,138.016,131.376,104.576,101.6,86.88,81.2,139.584,120.544,147.296,133.536,127.808,101.328,90.416
2020.05.24,77.312,72.912,62.832,58.304,61.984,56.896,43.44,57.472,45.664,59.408,109.344,106.096,109.392,99.04,83.84,60.016,72.4,115.552,112.24,148.704,146.016,128.992,101.936,88.128
2020.05.25,74.24,66.88,63.248,57.952,68.672,63.952,47.12,43.856,50.16,42.416,97.312,91.136,109.744,126.128,90.432,77.44,76.56,124.512,114.928,157.52,168.944,137.936,104.24,84.928
2020.05.26,69.952,65.44,61.872,66.224,65.136,62,51.2,36.384,38.272,63.824,108.032,95.296,113.6,99.92,69.504,55.888,64.736,126.72,113.6,152.096,129.104,126.32,106.064,77.84
2020.05.27,68.896,60,56.48,56.832,53.984,58.064,43.552,52.464,47.152,57.056,75.136,97.76,78.592,82.112,59.904,69.6,63.312,108.128,99.632,139.136,138.384,107.152,84.848,70.08
2020.05.28,62.32,58.144,62.416,51.392,52.656,58.832,42.336,47.344,47.712,47.072,89.536,90.368,94.224,88.384,68.848,63.824,66.672,92.96,95.808,122.592,134.304,120.704,96.496,78.784
2020.05.29,68.912,58.848,60.208,55.344,50.4,51.968,46.784,36.608,41.888,49.792,100.912,87.952,88.464,92.128,74.128,59.76,56.048,85.216,91.088,125.376,132.016,102.624,76.72,73.76
2020.05.30,64.368,54.368,50.736,45.408,50.896,53.12,44.896,41.536,49.472,41.36,65.44,81.792,69.744,87.168,52.048,57.856,68.416,80.304,91.312,116.832,133.936,97.568,86.816,74.208
2020.05.31,58.384,52.416,49.056,49.12,50.96,60.368,46.576,39.792,44.88,46.88,80.768,81.936,78.8,76.112,79.568,59.536,68.032,73.68,98.368,129.232,119.776,97.104,93.392,69.504
2020.06.01,65.232,55.168,56.88,52.768,50.304,56.064,43.184,41.328,38.512,51.152,84.08,90.816,81.984,70.912,62.064,50.56,49.488,95.504,105.104,130.128,141.216,118.896,85.744,69.504
2020.06.02,67.552,55.84,57.152,49.248,50.96,48.464,48.624,36.88,38.496,46.512,86.016,78.56,85.024,78.272,67.968,55.2,78.064,114.992,91.056,129.664,142.256,136.816,99.12,77.392
2020.06.03,69.984,53.52,51.792,51.296,49.296,50.464,45.76,41.072,36.688,43.104,87.712,92.992,69.024,72.544,72.368,52.368,58.864,92.912,128.88,114.528,126.752,107.504,84.656,72.96
2020.06.04,66.624,55.904,55.408,54.048,54.416,51.664,41.472,49.008,39.68,40.096,80.608,85.712,69.664,94.512,66.416,55.696,56.688,92.4,100.288,132.64,124.336,121.888,96.544,77.392
2020.06.05,68,61.312,54.736,55.552,54.912,50.976,43.264,44.544,50.576,52.56,107.12,124.752,96.48,92.256,69.296,64.336,68.688,93.04,112.512,132.896,132.256,116.768,96.112,75.024
2020.06.06,63.6,62.224,52.016,53.344,56.928,57.072,49.408,43.888,44.88,59.44,97.504,112.016,102.096,88.384,61.072,54.384,46.08,108.496,106.752,121.904,143.472,127.856,98.864,79.152
2020.06.07,67.52,67.696,60.928,52.384,53.184,61.184,47.568,40.864,39.936,61.792,92.88,93.632,82.352,98.368,76.64,61.584,71.632,108.816,116.736,124.24,122.384,119.984,99.872,83.984
2020.06.08,70.944,61.808,57.728,51.504,58.864,60.448,37.44,48.912,49.104,55.488,109.424,105.2,95.92,102.896,97.968,60.88,60.736,92.224,111.44,120.528,139.072,124.032,81.936,76.944
2020.06.09,69.296,61.264,55.408,49.792,55.376,56.384,40.08,41.92,48.832,50.08,80.48,107.776,91.36,98.752,115.872,67.392,64.368,109.2,133.6,127.68,126.336,148.272,96.928,77.664
2020.06.10,67.76,68.096,62.928,54.816,53.824,51.152,42.016,44.24,46.688,48.064,96.272,116.8,109.408,110.176,122.976,82.064,75.584,114.704,132.752,139.44,130.352,132.192,96.352,76.768
2020.06.11,72.736,62.736,58.384,56.784,57.696,56.688,56.32,52.88,47.904,64.48,80.56,121.808,122.88,131.984,139.136,78.672,73.136,124.864,145.2,138.032,143.616,136.336,91.6,86.976
2020.06.12,72.48,66.656,52.512,59.328,55.808,61.408,49.024,45.648,44.64,64.736,92.528,109.248,93.2,76.288,71.616,49.312,52.4,90.88,112.432,113.408,123.12,105.584,105.424,67.536
2020.06.13,62.624,55.648,50.48,53.12,53.088,54.384,43.408,41.872,41.36,54.336,74.768,92,85.264,71.728,80.672,52.416,61.856,97.2,125.936,116.576,116.688,100.192,92.336,78.336
2020.06.14,61.92,56.384,47.392,48.416,52.896,59.76,37.024,45.168,36.256,50.448,76.992,97.344,82.288,76.016,80.608,58.768,63.328,80.992,112.512,133.648,136.544,106.384,89.728,69.808
2020.06.15,68.112,57.792,53.344,45.744,51.12,52.048,41.232,42.528,36,51.792,70.048,61.136,62.32,72.336,47.2,48.608,52.608,66.544,110.944,115.376,114.848,105.024,88.384,68.448
2020.06.16,53.68,53.712,48.896,48.288,46.448,45.168,46.256,38.512,34.208,47.712,82.432,76.16,70.56,77.632,52.256,47.392,48,77.984,107.488,124.544,106.832,106.768,86.512,77.264
2020.06.17,62.96,57.088,52.096,48.752,53.76,53.248,43.584,56.688,35.392,44,80.912,76.176,67.216,66.16,58.944,45.456,63.968,93.52,119.552,109.408,134.128,119.328,97.376,75.04
2020.06.18,61.6,55.776,46.48,55.12,59.072,56.224,36.56,47.952,39.792,52.624,68.912,67.584,69.536,66.48,52.016,44.928,52.752,89.072,119.52,151.264,131.024,118.512,92.736,68.944
2020.06.19,59.984,59.808,49.04,47.152,49.696,44.512,41.952,43.12,41.136,49.536,74.656,82.752,74.976,81.728,53.664,47.04,51.968,86.16,137.904,119.584,120.592,100.64,98.048,78.64
2020.06.20,61.312,50.784,56.464,51.168,53.328,55.84,38.944,42.144,42.016,56.496,70.752,93.504,75.424,93.856,79.744,76.896,59.52,99.216,132.8,138.928,133.904,96.512,93.216,69.664
2020.06.21,57.056,57.328,48.432,49.024,51.904,60.4,46.816,38.496,40.976,46.72,71.536,103.504,60.208,58.368,54.272,42.016,50,69.808,116.944,116.512,122.128,109.696,78.368,75.296
2020.06.22,62.368,54.208,46.384,48.096,52.192,51.888,46.416,37.712,40.944,46.816,65.36,75.12,62.88,56.688,49.072,55.104,49.024,72.112,117.008,101.12,104.08,110.944,77.008,78.192
2020.06.23,58.72,57.184,44.864,46.864,52.544,47.36,40.24,40.992,39.472,52.352,52.544,68.72,65.616,60.72,46.624,45.536,55.232,86.64,120.416,115.12,111.712,114.32,92.592,75.936
2020.06.24,60.304,52.496,48.16,42.72,49.696,51.424,36.224,32.096,40.864,52.656,74.24,78.992,73.552,85.376,48.64,52.688,46.96,72.48,112.512,125.552,110.992,111.568,92.4,65.744
2020.06.25,63.568,57.584,47.136,46.048,48.192,53.248,40.288,49.792,44.24,45.216,61.424,96.336,71.088,72.4,58.4,44.272,41.728,86.992,105.344,111.872,123.632,114,82.432,79.808
2020.06.26,60.976,52.448,48.336,46.288,50.288,45.136,41.68,41.744,35.264,38.464,62.992,74.48,69.552,68.768,58.784,46.064,50.24,81.44,119.104,122.288,114.32,109.584,82.912,68.224
2020.06.27,68.944,54.72,50.672,52.912,49.008,49.04,34.944,41.6,37.616,49.056,74,79.952,86.72,77.76,66.256,46.256,50.688,80.432,126.032,142.272,127.968,103.184,91.76,61.92
2020.06.28,59.728,59.52,47.744,42.928,47.824,47.312,40.336,46.688,32.496,41.664,60.608,64.416,61.568,75.968,64.24,47.776,54.48,75.952,113.264,105.584,135.04,106.24,85.984,67.424
2020.06.29,54.08,56.624,45.504,47.776,49.264,47.92,39.168,46.752,36.224,39.472,60.304,68.368,62.656,69.568,60.832,48.24,60.288,76.416,107.376,129.104,106.944,123.952,78.432,73.68
2020.06.30,72.048,59.44,53.36,52.608,61.728,57.2,50.288,55.52,44.992,46.944,71.296,77.392,67.072,64.368,51.504,45.456,47.328,83.808,108.4,127.648,109.872,120.368,82.144,71.664
2020.07.01,64.256,55.056,46.88,47.648,55.088,56.816,41.04,52.928,42.752,35.616,68.8,73.408,75.696,71.488,64.272,49.648,45.904,82.272,113.248,118.512,118,104.128,81.488,70.32
2020.07.02,55.76,50.64,51.872,49.376,47.84,44.656,44.576,45.536,34.512,43.552,72.016,76.752,69.008,88.288,51.184,50.304,54.4,84.496,106.064,125.856,107.088,106.448,84.224,71.968
2020.07.03,66.912,50.944,45.904,43.936,54.352,47.392,40.576,41.328,34.608,64.848,76.176,83.072,61.824,67.984,47.408,51.264,53.68,93.024,119.04,122.912,114.496,119.136,87.52,69.952
2020.07.04,62.16,52.752,47.088,42.496,50.272,44.912,30.688,40.416,35.008,49.52,88.624,86.192,71.696,73.792,50.016,54.384,71.136,84.032,126.144,112.992,118.016,123.632,77.584,71.984
2020.07.05,66,49.936,50.944,42.592,54.832,48.224,35.28,45.056,41.312,41.328,71.808,59.472,59.6,75.968,53.952,45.616,58.224,107.36,137.984,105.04,119.568,120.176,95.568,70.608
2020.07.06,57.296,52.016,47.824,45.424,50.96,46.016,43.536,52.688,36.576,51.616,72.208,78.56,68.256,59.056,45.936,45.376,45.424,68.176,107.84,109.184,122.352,94.88,76.4,70.768
2020.07.07,56.224,50.752,48.608,46.464,53.44,46.64,36.496,43.952,39.152,40.176,80.016,63.376,80.288,77.248,44.672,41.264,65.904,82.704,105.408,121.68,112.048,108.336,92.256,79.872
2020.07.08,55.696,51.312,43.392,50.752,44.336,47.008,37.648,37.936,34.8,43.936,52.976,86.048,67.344,67.152,50.928,52.4,48.064,70.192,110.832,111.392,124.72,96.112,84.848,67.424
2020.07.09,67.888,51.744,42.704,43.456,53.824,56.112,32.88,50.08,36.304,47.104,78.432,76.144,64.432,70.16,51.6,43.936,50.992,76.576,115.104,122.352,117.568,122.64,90.432,91.488
2020.07.10,64.656,55.824,46.944,50.144,48.384,48.704,35.36,43.536,37.536,65.36,88.064,94.448,73.92,63.984,63.152,50.752,55.776,103.824,113.344,125.232,113.584,122.224,86.752,79.2
2020.07.11,63.824,51.552,42.56,46.912,48.4,53.072,55.664,41.776,37.792,44.752,91.936,85.232,87.808,78.016,72.256,42.704,51.936,79.552,114.016,121.392,106.368,124.688,104.016,73.856
2020.07.12,56.256,56.464,49.232,45.36,46.624,48.896,52.336,43.056,39.104,37.024,93.744,74.336,71.616,60.048,54.8,51.072,46.528,63.28,122.272,112.464,131.76,110.688,82.464,71.552
2020.07.13,61.968,50.448,45.28,45.856,41.312,53.28,51.952,36.816,38.528,39.52,74.048,67.568,59.44,68.416,63.52,44.928,47.92,89.44,116.192,119.424,102.448,117.44,84.912,72.128
2020.07.14,58.64,49.232,43.088,46.48,52.496,45.456,53.712,42.016,35.952,43.04,66.56,68.448,62.336,66.816,47.888,53.76,56.752,82.992,108.72,127.92,114.592,104.608,79.456,66.384
2020.07.15,59.312,53.92,46.224,43.264,51.264,52.416,57.504,46.976,42.384,50.864,63.6,85.264,67.056,83.856,56.304,47.12,65.072,85.024,120.048,135.456,112.8,100.896,86.496,67.52
2020.07.16,60.48,50.464,48.432,48.176,46.4,54.912,57.28,43.84,37.904,41.152,79.712,74.912,86.704,54.304,47.84,48.672,42.624,109.2,125.696,115.008,125.184,122.064,87.872,79.344
2020.07.17,55.776,51.456,47.6,44.608,49.28,64.864,47.056,36.528,31.568,46.544,96.128,91.68,84.912,74.976,62.656,48.528,61.696,80.352,116.48,118.128,116.416,97.088,77.216,79.616
2020.07.18,69.92,51.184,50.304,50.96,51.408,46.24,53.136,32.512,48.672,39.2,97.984,91.744,79.28,80.288,82.8,61.52,55.584,93.968,115.472,125.536,127.792,121.408,88.848,88.192
2020.07.19,57.76,52.448,49.712,43.808,49.008,54.256,56.128,62.56,38.416,43.168,84.576,73.6,81.904,60.4,55.2,48.64,49.552,67.952,124.64,114.56,131.664,94.4,99.2,74.064
2020.07.20,63.152,53.952,47.52,44.928,48,51.488,61.696,56.816,45.792,56.72,67.088,79.104,67.12,51.408,56.992,51.248,50.8,79.632,122.208,116.688,115.408,124.368,103.76,72.992
2020.07.21,56.048,52.528,47.888,45.168,49.552,46.544,48,41.328,49.824,41.824,77.712,69.36,71.648,69.84,58.848,59.6,60.8,90.816,124.144,111.12,123.552,103.648,95.36,63.28
2020.07.22,62.576,52.64,43.648,45.776,50.688,47.216,55.776,42.8,34.304,44.8,78.336,80.272,82.624,86.56,63.504,51.824,61.504,71.52,116.896,112.768,119.056,128.64,92.064,68.976
2020.07.23,54.896,50.016,39.984,42.096,50.096,44.064,53.424,45.536,45.344,36.256,79.808,74.992,73.28,88.432,51.456,43.04,58.528,78.56,129.472,113.392,116.24,127.088,90.336,73.696
2020.07.24,62.032,56.784,49.952,44.928,50,49.808,51.232,41.808,44.256,57.296,75.296,87.344,76.032,67.008,60.544,55.552,67.168,79.984,124.672,112.272,115.584,107.328,91.072,75.024
2020.07.25,59.264,54.624,48.784,47.584,47.504,50.448,59.648,38.08,38.528,49.664,91.728,86.64,73.92,90,79.84,62.352,69.936,105.392,118.848,108,135.088,125.616,113.872,72.544
2020.07.26,62.688,51.36,47.808,51.36,54.784,42.304,57.856,58.752,29.36,40.624,73.744,76.976,81.264,67.44,58.672,54.224,68.192,108.288,155.696,171.696,147.904,154.4,95.392,73.056
2020.07.27,62.08,51.04,55.376,50.448,51.808,52.8,64.944,58.336,38.336,41.6,78.592,86.448,85.856,63.984,47.296,64.176,64.432,92.32,150.096,145.968,132.4,131.648,111.936,75.008
2020.07.28,61.856,48.848,45.024,40.896,49.744,49.136,60.672,63.76,44.448,53.12,102.944,80.656,89.2,74.08,59.312,44.048,65.152,95.872,132.208,140.896,122.88,133.392,101.84,77.824
2020.07.29,67.344,50.112,42.416,45.744,52.064,47.744,57.888,53.568,47.584,43.712,74.864,71.936,75.952,68.016,60.24,48.784,64.48,94.896,116.72,124.128,120.128,119.056,86.128,68.592
2020.07.30,65.504,49.072,44.368,44.336,55.808,50.768,62.528,51.936,47.264,65.824,86.624,69.408,73.712,88.64,53.584,56.496,56.864,102.176,124.336,118.224,123.152,133.648,95.872,88.112
2020.07.31,61.6,64.432,52.688,47.52,50.128,56.848,55.888,49.824,40.992,51.648,83.264,108.176,69.168,75.2,65.856,55.424,76.704,110.928,114.912,121.664,120.976,108.16,94.816,84.208
2020.08.01,60.256,57.728,48.144,50.512,51.76,52.752,57.68,50.464,46.928,55.536,86.672,96.752,84.368,73.504,54.544,59.552,78.448,111.888,142.528,139.856,125.344,126.576,109.776,68
2020.08.02,58.176,51.264,44.736,43.776,50.4,54.656,66.16,55.856,54.416,44.672,76.272,82.032,90.176,90.288,77.696,60.992,66.176,130.208,147.344,131.872,122.672,138.32,92.128,72.48
2020.08.03,62.4,46.832,42.512,41.984,52.784,49.888,52.32,56.24,39.424,49.312,83.184,95.456,83.808,79.92,73.696,57.904,67.504,113.952,153.776,136.8,145.296,126.384,126.432,88.528
2020.08.04,62.704,54.512,49.312,49.344,56.816,50.416,61.248,65.808,59.12,58.224,83.952,97.264,98.384,99.904,78.848,67.76,100.352,139.456,162.192,164.224,159.936,147.36,90.816,78.128
2020.08.05,63.856,54.4,55.36,51.12,51.696,49.952,64.8,49.792,53.584,49.04,93.824,103.072,102.112,101.6,88.128,68.464,86.112,130.704,153.104,184.688,177.936,167.68,109.2,75.728
2020.08.06,73.008,55.76,51.92,57.68,59.152,61.072,57.44,52.896,54.16,54.384,101.696,105.792,100.656,118.16,72.576,76.08,85.744,121.824,171.888,164.928,163.984,154.624,107.76,88.496
2020.08.07,68.848,58.016,49.632,50.336,56.096,57.008,60.16,54.544,59.68,56.352,88.544,95.856,102.256,93.792,75.616,68.176,95.216,139.616,146.64,147.808,150.08,153.136,106.768,101.552
2020.08.08,68.576,57.168,53.856,57.472,58.032,54.144,62.448,52.288,64.816,66.8,103.648,159.376,122.128,137.6,110.88,89.92,113.36,165.376,181.2,164.576,150.288,156.704,114.56,92.112
2020.08.09,71.44,58.176,50.896,54.304,59.52,52.896,58.56,78.736,55.712,53.312,95.36,95.408,95.472,99.856,77.12,65.392,84.864,119.888,163.36,166.272,167.92,181.424,122.56,90.336
2020.08.10,85.984,63.6,55.824,52.096,63.888,58.064,58.832,71.296,57.424,57.392,96.672,88.928,89.056,98.416,73.104,69.296,73.712,134.56,154.288,160.928,166.8,155.952,135.296,92.752
2020.08.11,82.352,64.496,57.392,54.688,64.704,53.2,68.544,67.088,64.72,63.216,116.976,120.608,116.048,98.336,63.328,56,78.48,117.728,167.12,163.152,174,189.792,106.24,96.448
2020.08.12,72.032,60.144,54.112,50.512,70.848,64.304,64.208,78.496,62.224,58.768,94.736,105.792,99.28,115.648,72.128,75.008,82.784,124.624,149.984,153.904,150,140.064,109.824,85.28
2020.08.13,72.832,66.544,64.032,56.448,58.976,52.704,55.488,59.888,52.496,58.32,109.696,106.352,103.12,94.528,83.168,70.672,77.376,135.472,162.848,150.048,142.864,138.672,128.64,110.464
2020.08.14,76.368,68.144,54.848,55.072,59.424,67.424,74.256,67.12,51.536,55.744,126.496,99.36,100.752,108.592,97.616,77.744,94.656,167.216,178.32,179.584,170.912,173.296,127.632,111.408
2020.08.15,81.76,61.552,65.552,52.256,64.944,54.672,59.136,62.464,59.84,64.032,125.264,121.568,126.608,137.776,81.44,72.368,96.688,153.808,166.416,169.264,192.224,162.752,110.16,84.928
2020.08.16,74.048,71.872,52.08,48.944,59.84,55.008,78.352,66.688,45.984,60.192,87.312,110.992,112.336,99.584,89.344,70.32,73.328,107.2,146.672,155.216,160.272,150.032,113.248,96.112
2020.08.17,68.976,64.736,55.744,51.68,53.536,51.76,62.016,70.88,45.392,56.912,101.6,110.16,105.872,98.976,63.696,49.744,77.968,113.536,139.952,143.648,143.312,152.192,119.04,75.12
2020.08.18,77.712,66.816,58.08,60.448,56.416,58.928,58.896,60.624,53.664,60.256,101.968,79.904,92.432,94.336,52.832,74.128,77.952,113.424,138.896,148.16,167.328,128.816,129.536,80.464
2020.08.19,66.464,56.752,54.176,50.56,62.736,60.416,67.68,85.584,51.28,53.968,94.256,91.056,106.336,96.384,68.832,67.136,77.568,113.616,147.936,136.032,155.232,163.152,105.424,77.024
2020.08.20,76.368,58.784,55.84,48.096,49.088,49.504,55.36,56.016,45.328,59.872,93.04,86.256,73.104,95.696,61.824,59.536,72.752,101.408,165.968,153.744,125.184,166.832,120.128,97.472
2020.08.21,79.216,59.136,48.096,47.76,57.984,54.8,61.168,62.256,51.136,49.84,85.36,87.136,91.84,96.496,80.56,80.928,83.376,120.832,159.216,169.456,163.264,142.848,107.408,96.624
2020.08.22,72.08,64.384,56.144,53.76,52.096,50.72,55.952,57.504,66.256,75.2,102.336,124.96,108.32,97.344,81.728,85.168,80.048,104.96,158.72,139.008,140.192,141.728,101.872,77.712
2020.08.23,76.288,58.624,50.592,51.552,52.24,48.88,59.52,62.368,65.808,53.456,88.832,64.944,70.976,96.064,52.944,52.592,64.096,110.48,131.632,133.584,136.8,139.28,95.024,69.536
