data/time,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2020.08.24,78.528,53.104,62.064,44.288,59.568,60.944,52.336,67.344,49.12,55.04,100.896,85.712,81.68,99.664,76.848,77.232,75.456,167.232,153.152,157.44,181.376,144.24,93.28,69.568
2020.08.25,64.96,51.952,47.904,48.944,59.184,49.856,61.408,61.904,48.96,45.536,98.288,88.608,96.128,95.648,82.08,86.416,98.24,157.712,175.344,166.656,176.832,152.992,113.12,100.4
2020.08.26,66.592,61.136,59.024,53.312,59.632,53.168,71.744,76.864,46.128,54.56,105.696,94.096,91.312,95.328,91.264,83.536,80.528,130.816,143.808,191.056,165.312,172.336,123.472,95.056
2020.08.27,72.768,70.384,58.272,55.552,61.808,68.608,65.824,96.624,62.912,55.68,97.984,98.432,111.216,115.392,87.888,88.512,105.392,158.576,162.16,159.616,155.472,176,115.696,92.4
2020.08.28,73.488,62.992,48.72,54.752,63.632,55.392,72.464,51.808,58.912,78.688,121.728,136.944,112.528,109.808,124.528,97.488,105.376,148.176,178.928,207.088,172.112,204.112,136.384,100.864
2020.08.29,99.36,86.368,67.744,53.28,66.784,67.68,71.568,64.24,62.368,72.512,137.632,135.36,132.8,120.112,100.912,92.704,109.776,147.84,177.568,162.144,189.36,186.256,128.16,79.328
2020.08.30,70.464,52.864,56.336,56.448,56.672,58,66.224,59.504,59.28,44.592,84.736,94.128,94.224,95.808,69.84,79.056,76.368,136.528,163.856,151.344,170.576,160.976,111.664,95.84
2020.08.31,66.96,63.376,61.088,61.296,67.472,72.176,60.432,67.424,56.144,67.552,85.488,90.88,92.928,97.04,86.832,60.192,83.36,118.336,158.064,164.752,161.168,143.728,113.04,92.64
2020.09.01,68.16,67.616,54.192,65.696,64.416,58.144,68.4,66.72,58.032,66.08,123.856,138.992,118.064,86.16,92.496,90.88,90.64,147.04,172.176,170,175.808,174.704,112.784,88.08
2020.09.02,81.68,61.904,55.04,60.688,59.488,70.128,74.336,58.64,67.12,59.376,110.912,114.064,111.04,137.12,91.984,89.456,86.048,122.72,161.152,164,162.88,163.312,118.752,96.368
2020.09.03,70.656,57.2,60.272,58.336,54.912,61.68,68.512,73.12,64.592,50.784,91.632,93.552,93.808,89.52,89.552,75.296,99.104,142.304,176.336,191.472,205.488,198.784,128.016,117.52
2020.09.04,90.832,70.896,63.568,53.888,59.728,62.912,66.384,63.824,70.432,85.696,145.264,134.368,118.8,140.784,110.208,103.872,91.92,147.664,187.904,183.344,179.984,188.736,128.16,107.28
2020.09.05,87.264,77.232,60.048,64.976,73.504,63.392,56.544,56.112,63.344,80.992,122.048,104.912,142.288,128.096,111.008,119.328,103.472,155.216,197.648,158.976,196.304,172.368,122.832,105.68
2020.09.06,79.616,62.688,66.112,52.208,57.76,58.688,73.248,73.2,46.208,63.408,78.704,99.392,81.568,110.224,63.792,75.12,95.552,146.672,178.992,166.448,171.76,174.912,118.496,102.784
2020.09.07,88.272,74.448,63.92,66.64,66.72,70.592,69.648,78.336,69.792,71.616,124.992,134.912,126.304,128.848,149.28,126.8,106.336,181.168,199.984,200.608,204.496,201.232,164.176,130.416
2020.09.08,103.328,90.672,69.728,67.952,75.488,66.704,70.16,67.872,64.128,82.944,120.912,113.584,125.12,123.856,121.536,110.144,105.824,170.128,196.928,166.992,207.152,171.76,134.48,92.592
2020.09.09,82.592,63.536,63.936,64.464,64.256,61.072,69.408,78.864,60,77.248,98.56,94.288,101.36,103.44,86.384,87.328,99.376,127.568,168.4,193.472,169.024,161.632,150.816,105.952
2020.09.10,84.608,70.752,68.48,62.864,62.656,68.976,72.304,64.368,69.552,58.4,102.432,111.296,116.864,137.92,126.576,102.848,97.632,128.416,204.56,180.512,197.136,188.24,176.112,135.392
2020.09.11,91.552,73.6,69.872,54.288,64.336,64.864,76.816,55.568,68.752,64.816,111.36,132.928,125.456,123.808,106.704,96.08,123.632,159.984,211.072,197.712,212.464,209.6,139.472,122.736
2020.09.12,90.4,82.432,67.664,61.856,69.488,65.68,74.768,51.92,63.792,79.376,112.4,137.712,139.024,144.688,107.296,91.184,119.856,149.904,193.28,210.976,195.872,156.224,148.784,101.936
2020.09.13,81.824,66.24,68.704,63.344,70.528,60.464,75.136,66.576,57.936,56.928,92.064,106.4,104.8,113.696,77.808,67.808,79.44,97.04,133.776,183.104,149.312,148.176,109.056,91.12
2020.09.14,75.472,59.632,64.912,64.928,60.384,54.56,71.04,63.056,62.448,62.864,117.552,101.36,115.152,98.288,76.736,71.744,83.216,139.312,173.936,185.728,172.384,178.432,133.312,114.928
2020.09.15,92.576,83.2,73.088,65.904,63.968,67.552,62.128,81.104,62.416,76.112,103.488,117.744,102.688,114.32,77.472,81.888,98.032,115.92,177.296,186.88,189.696,188.336,137.456,104.32
2020.09.16,88.4,72.032,58.416,59.776,60.576,56.448,64.928,73.232,54.944,44.304,126.816,128.848,129.168,105.472,116.864,100.368,93.984,159.072,184.576,205.92,199.68,206.208,153.264,106.24
2020.09.17,84.96,68.064,68.72,63.104,73.52,61.68,71.952,74.128,52.352,62.24,119.488,95.264,105.28,111.04,111.152,110.88,110,170.352,205.456,200.592,200.192,199.488,161.408,133.744
2020.09.18,91.504,71.76,66.368,63.68,63.376,63.264,67.696,58.816,63.088,66.048,138.816,147.424,134.784,125.888,138.64,126.384,116.208,167.104,193.376,203.68,229.28,172.768,161.296,113.152
2020.09.19,103.84,85.84,69.84,68.96,76.608,78.176,68.8,75.344,75.552,89.088,135.536,160.608,148.832,136.128,120.944,107.904,120.432,173.712,210.208,184.848,203.152,194.128,172.672,128.144
2020.09.20,92.048,76.352,78.768,61.104,62.608,59.552,64.384,73.76,66.512,85.808,140.352,134.24,138.16,124.96,97.824,110.784,97.904,155.456,199.072,196.8,224.416,211.168,154.496,124.288
2020.09.21,96.688,69.968,66.656,64.368,64.016,71.28,77.456,77.392,68.72,78.08,139.072,136.56,132.288,138.672,111.68,112.256,100.656,151.84,206.528,213.712,212.4,228.752,150.016,111.12
2020.09.22,97.376,87.616,67.584,67.824,64.336,69.92,73.552,70.992,72.528,69.472,124.896,149.696,137.104,147.776,109.088,116.848,126.256,139.04,220.576,224.656,238.24,228.24,183.584,123.824
2020.09.23,118.912,70.128,61.312,66.752,62.256,60.896,66.72,73.504,61.584,85.648,135.328,150.48,131.024,150.896,119.312,125.968,136.784,189.888,183.6,191.456,268.464,228.368,158.752,131.744
2020.09.24,95.12,81.12,74.96,70.176,69.232,71.696,80.192,84.752,82.272,85.712,140.032,162.4,151.664,153.696,132.272,99.28,115.056,163.968,219.232,242.496,216.88,240.928,178.832,137.616
2020.09.25,101.552,81.12,66.128,73.808,77.664,66.864,71.888,50.864,65.376,98.656,134.032,184.96,167.488,157.232,143.824,122.336,145.792,191.888,216.272,218.08,215.424,207.744,171.52,145.408
2020.09.26,112.864,92.352,61.648,64.496,55.712,61.04,54.56,56.752,77.024,67.808,106.624,128.224,143.648,142.496,108.256,76.704,82.464,142.416,209.632,210.176,173.216,182.704,187.888,136.88
2020.09.27,118.544,79.296,75.68,64.656,66.032,65.888,71.424,64.144,54.176,66.768,100.592,112.208,127.264,112.944,120.16,79.136,79.856,127.68,182.624,184.464,183.312,189.088,149.952,138.576
2020.09.28,98.688,76.576,67.536,69.424,59.44,62.768,68.8,70.224,70.096,95.984,130.496,123.872,118.016,124.4,103.248,85.312,101.952,129.68,192.016,194.272,182.56,203.424,167.536,120.176
2020.09.29,99.872,85.088,71.648,73.088,68.768,64.176,76.224,73.92,57.28,87.648,111.472,132.048,141.44,138.896,110.56,111.232,91.456,139.312,186.432,176.336,192.768,177.2,144.032,125.776
2020.09.30,97.44,87.616,66.64,54.64,57.104,53.488,60.64,46.288,73.856,78.544,106.416,131.824,115.92,127.92,113.728,129.584,97.648,190.288,165.52,160.928,151.632,176.48,123.024,100.784
2020.10.01,86.944,78.544,64.048,59.52,58.96,51.104,60.56,52.8,57.44,73.84,121.28,124.288,94.96,91.568,68.304,74.16,136.112,133.568,141.2,143.376,171.184,121.776,132.768,94.64
2020.10.02,87.872,81.44,60.336,50.32,55.776,49.872,54.048,41.616,41.312,56.032,110.368,111.744,104.432,114.784,96.848,106.416,92.48,133.552,145.76,169.584,158.944,122.592,115.344,97.904
2020.10.03,84.832,72.752,61.584,54.176,55.44,52.544,47.072,51.824,61.504,67.392,115.312,108,122.32,97.632,101.296,75.904,85.04,116.416,147.248,140.608,155.024,125.392,110.432,104.016
2020.10.04,85.456,67.776,71.072,67.776,58.752,61.328,61.2,49.904,55.136,77.504,96.464,114.64,127.504,100.496,82.528,92.96,107.456,105.584,147.408,138.704,133.52,132.592,121.088,99.36
2020.10.05,91.472,82.256,69.072,56.224,58.336,60.896,56.288,53.728,56.864,51.04,85.488,106.704,88.16,80,93.616,74.192,98.784,113.952,147.024,135.104,128.112,140.112,131.408,117.488
2020.10.06,94.96,79.568,60.24,51.408,55.44,58.496,54.416,50.224,54.352,64.288,86.64,89.92,86.832,81.008,79.776,100.048,98.656,104.224,136.944,135.456,159.504,143.216,123.648,112.912
2020.10.07,94.16,78.304,60.784,60.4,62.768,55.024,56.528,50.08,60.592,68.032,69.28,99.36,89.44,78.08,71.264,89.824,82.688,105.072,159.68,148.608,150.224,127.136,124.08,109.408
2020.10.08,90.928,75.36,67.344,62.656,57.648,58.864,57.44,48.816,65.584,53.216,77.248,85.088,86.32,58,73.584,73.136,77.632,92.88,126.016,123.776,144.288,130.832,118.848,93.312
2020.10.09,91.312,70.944,69.28,62.368,57.168,55.808,57.248,45.888,47.648,60.368,50.848,72.528,56.16,73.008,70.96,83.728,78.112,87.648,130.576,130.272,116.864,121.184,128,91.568
2020.10.10,92.128,75.872,65.008,59.184,55.952,59.024,52.352,41.168,56.208,64.96,66.608,60.32,70.944,59.696,65.92,72.576,62.656,81.424,119.552,129.728,119.12,117.008,105.584,106.496
2020.10.11,73.808,58.56,55.088,50.224,52.752,57.2,49.072,46.096,53.888,57.792,74.624,76.928,75.408,63.28,65.36,64.56,59.264,80.736,109.664,115.584,127.824,114.592,120.016,98.144
2020.10.12,80.48,62.928,65.328,56.224,54.064,51.344,50.96,46.64,56.72,58.816,65.44,62.352,77.52,58.208,65.92,61.152,64.256,82.48,133.344,133.872,127.088,119.024,109.856,95.472
2020.10.13,82.432,68.304,54.576,57.744,59.472,54.608,59.088,42.688,56.352,74.752,55.472,64.016,77.696,60.288,71.216,84.256,76.928,90.704,142.096,111.6,139.664,143.888,122.288,111.488
2020.10.14,83.648,75.296,67.872,54.832,60.784,47.76,58,55.744,63.472,62.672,66.928,80.16,79.056,74.56,73.696,66.656,84.768,97.408,126.272,143.056,155.664,134.128,122.928,104.352
2020.10.15,90.112,82.656,67.728,61.36,55.488,61.104,56.576,44.848,63.056,61.984,65.28,60.176,73.424,63.824,85.536,87.728,85.024,101.232,142.528,140.4,142.784,134.56,124.208,107.632
2020.10.16,82.768,77.856,69.84,71.376,61.072,58.208,58.912,61.552,64.4,66.736,64.752,94.544,104.64,87.792,90.24,95.44,89.92,98.416,135.424,134.848,147.12,138.352,142.784,103.536
2020.10.17,83.856,73.84,72.416,65.184,56.736,57.184,56.48,49.776,52.032,68.512,70.304,88.736,98.336,74.64,68.784,61.408,55.568,83.744,123.856,111.824,145.616,132.672,122,96.512
2020.10.18,80.56,76.784,61.232,53.808,56.352,54.912,52.912,68.944,91.136,65.344,49.12,58.384,63.024,56.656,57.168,59.696,50.496,70.192,130.4,121.008,133.888,129.152,109.12,93.088
2020.10.19,70.736,75.168,52.784,46.944,44.544,55.84,48.768,42.352,64.88,66.352,56.112,59.712,72.864,94.016,79.2,70.08,73.264,79.28,133.568,119.056,118.336,114.48,94.992,93.184
2020.10.20,69.744,58.752,50.288,49.04,44.72,46.96,44.08,52.704,54.656,61.84,43.904,66.032,57.792,50.544,47.472,56.8,54.8,59.04,104.128,103.648,103.968,92.848,97.728,92.288
2020.10.21,64.88,59.52,46.512,47.696,44.976,51.696,51.344,59.648,57.168,71.664,54.352,66.304,65.408,56.128,42,66,62.768,71.296,105.152,110.688,114.176,89.744,98.8,91.872
2020.10.22,65.648,51.6,49.344,50.912,46.352,51.408,47.456,41.408,49.808,44.768,60.992,49.488,58.544,67.92,53.408,53.296,61.072,74.256,106.656,101.872,111.344,115.312,113.248,79.68
2020.10.23,71.312,65.44,44.72,43.008,46.256,48,47.808,37.056,49.648,48.896,39.296,48.16,65.552,56.368,57.712,67.232,81.344,82.624,148.688,126.032,129.424,129.344,116.08,98.96
2020.10.24,87.968,64.8,59.888,60.352,54.304,54.816,53.856,51.248,54,77.04,78.864,80.56,56.176,68.592,66.512,79.008,73.712,94.16,145.376,162.624,143.008,130.288,111.2,92.24
2020.10.25,93.152,64.896,49.024,55.216,53.568,49.456,51.824,52.16,68.24,55.536,63.552,64.944,72.896,65.184,66.768,74,91.712,97.936,119.024,151.92,159.392,148.72,112.64,104.432
2020.10.26,93.84,84.704,75.328,54.496,52.944,54.992,57.168,61.856,59.104,55.952,52.496,52.144,73.344,69.536,63.248,79.808,61.584,88.192,115.968,138.992,142,121.696,110.832,88.304
2020.10.27,87.296,68.32,63.792,58.272,53.264,52.896,56,45.216,75.36,55.28,61.616,72.528,55.024,60.624,51.376,67.36,74.88,92.832,110.528,139.168,167.36,150.64,138.624,112.304
2020.10.28,84.4,56.368,56.4,50.304,54.56,48.16,52.144,50.688,57.904,63.216,83.552,68.8,82.56,87.568,61.088,55.2,59.984,71.744,101.952,124.448,123.52,124.512,107.312,91.872
2020.10.29,76.384,67.232,53.584,52.08,53.456,52.272,52.672,46.112,54.208,64.4,58.496,72.464,77.664,74.512,66.224,75.712,81.632,84.944,110.128,117.264,115.936,126.208,101.296,87.712
2020.10.30,83.472,59.68,52.288,51.264,48.576,52.928,44.448,34.752,54.944,48.496,65.52,91.248,66.096,62.72,61.024,47.664,62.176,86.912,88.16,113.872,125.344,122.544,109.856,105.136
2020.10.31,77.968,79.104,61.552,54.176,52.448,56.496,58.176,61.28,64.72,42.208,73.824,82.784,73.104,57.36,53.248,69.504,67.376,73.952,92.976,116.144,117.856,120.624,98.752,90.768
2020.11.01,73.504,64.64,47.504,46.912,51.888,44.128,45.152,50.4,56.064,46.896,75.552,58.272,63.856,55.328,47.264,56.672,40.528,64,76.496,114.944,119.488,91.04,87.552,78.656
2020.11.02,61.952,49.872,46.816,45.504,44.192,40.672,44.752,46.976,38.896,46.64,59.216,59.68,54.208,55.248,57.104,51.872,51.168,64.896,109.408,104.656,123.984,95.28,85.152,69.056
2020.11.03,63.44,50.88,51.184,45.648,46.32,45.712,47.12,39.712,50.096,40.592,66.64,67.952,80.272,60.176,64.096,69.488,67.376,85.872,118.416,144.432,111.776,117.488,102.928,82
2020.11.04,65.488,50.864,44.112,44.752,43.952,46.848,46.816,52.624,44.784,51.456,55.696,54.752,60.032,51.04,48.72,61.344,68.48,58.496,102.384,115.088,121.536,106.448,99.232,79.12
2020.11.05,56.096,49.568,45.376,38.896,39.216,45.072,48.624,44.592,51.376,50.96,60.16,53.632,71.76,61.344,48.352,54.672,59.632,68.176,112.944,124.768,123.872,111.808,102.816,84.48
2020.11.06,66.032,47.088,43.856,42.352,42.016,44.688,50.656,31.488,53.408,43.408,63.584,56.208,59.184,56.544,66.656,76.064,83.696,80.512,112.304,111.168,125.168,124.8,95.424,84.832
2020.11.07,61.936,50.576,54.8,41.984,45.28,41.744,45.36,36.784,55.984,40.352,53.504,70.464,66.624,52.512,60.272,73.536,64.128,93.328,117.824,129.28,116.176,108.8,118.576,86.192
2020.11.08,60.752,53.728,50.208,49.248,43.408,47.312,54.816,56.4,56.944,51.024,58.368,55.904,69.12,45.504,64.368,53.28,47.52,66.928,91.744,121.616,128.784,128.128,110.048,90.896
2020.11.09,71.376,57.856,50.608,45.744,41.68,44.56,43.552,52.864,51.792,45.328,52.56,71.376,53.856,58.016,65.872,53.104,68.624,78.112,97.12,128.704,122.128,118.72,105.568,85.12
2020.11.10,59.44,55.536,45.28,41.2,44.736,47.04,46.368,48.464,45.344,54.416,55.568,62.288,61.152,54.608,54.656,54.944,51.6,63.808,100.144,116.848,129.504,134.496,119.504,87.76
2020.11.11,67.024,51.36,55.344,49.952,45.84,42.752,42.528,41.744,55.456,44.176,76.992,62.32,76.752,53.712,54.928,56.624,53.232,60.224,72.48,106.944,119.472,112.624,110.848,87.392
2020.11.12,65.808,51.36,43.504,44.704,42.688,43.36,45.568,43.392,42.816,50.272,62.688,57.856,66.512,58,49.472,47.76,56.8,61.808,80.4,94.016,93.888,107.248,96.224,70.128
2020.11.13,65.136,54.4,47.344,41.2,43.68,44.208,39.952,48.624,47.904,45.36,68.304,69.456,58.288,53.024,62.352,54.544,52.832,58.88,75.072,101.152,104.464,105.008,90.016,87.328
2020.11.14,64.56,50.88,42.576,38.688,46.368,41.056,44.272,33.44,45.92,37.904,52.016,59.888,79.84,40.64,49.344,42.128,49.568,68.896,74.896,94.368,116.832,111.456,107.008,87.648
2020.11.15,60.432,45.664,46.112,41.76,40.048,42.336,41.312,46.8,41.856,55.104,56.48,61.152,57.952,53.328,42.768,48.816,52.384,52.928,86.32,113.616,107.28,110.256,99.92,66.24
2020.11.16,58.064,44.88,46.432,48.944,38.224,46.384,50.576,37.216,54.4,46.592,59.136,52.624,55.776,49.168,54.208,51.696,51.856,56,85.632,120.912,110.752,111.264,113.232,83.264
2020.11.17,60.544,52.176,43.6,48.56,45.072,42.576,39.104,35.568,41.584,42.32,59.792,49.472,51.488,52.688,42.576,34.56,52.288,55.632,79.04,103.904,95.088,109.936,95.648,83.744
2020.11.18,62.368,50.896,45.248,46.656,42.208,38.624,23.376,47.696,43.312,40.384,52.304,52.096,51.408,47.28,55.696,47.648,44.096,50.048,78.528,103.872,88.208,101.856,95.504,65.792
2020.11.19,55.344,50.256,41.744,42.032,39.552,41.184,26.112,45.92,55.168,51.312,51.376,56.048,55.296,51.76,48.96,50.48,65.424,56.928,78.784,107.072,118.432,105.52,88.256,74.656
2020.11.20,68.016,51.36,50.544,45.088,42.016,44.56,28.24,43.408,46.96,48.256,54.544,61.456,72.192,44.752,55.392,54.336,51.952,51.52,57.968,104.832,100.96,91.728,88.528,78.176
2020.11.21,64.048,64.784,47.744,44.448,42.192,38.688,24.848,43.904,52.016,52.064,60.864,54.432,55.344,49.776,58.368,39.312,45.952,48.8,73.856,82.592,104.096,86.848,101.216,79.408
2020.11.22,60.096,51.248,45.712,37.264,44.576,44.672,29.44,36.432,45.792,44.096,58.4,50.928,47.504,46.512,42.992,38.752,41.024,51.28,71.248,95.68,100.176,102.368,103.568,92.24
2020.11.23,55.872,49.936,52.384,37.92,40.16,46.88,29.728,54.448,47.68,58.768,65.472,62.976,51.872,46.112,38.176,43.856,48.8,49.904,73.344,101.312,98.464,102.752,97.68,66.464
2020.11.24,54.592,51.44,44.128,40.24,40.08,41.152,29.92,36.768,40.672,49.024,73.568,56.368,51.888,46.768,39.12,40.272,46.496,50.224,71.92,100.464,102.464,102.304,84.736,69.056
2020.11.25,54.496,41.472,42.88,44.16,41.44,43.28,30.976,39.392,49.072,51.184,58.128,57.616,49.232,47.536,47.024,38.336,49.888,47.424,62.128,89.296,93.424,95.648,93.744,62.096
2020.11.26,49.536,48.192,39.648,38.96,41.488,38.784,30.864,41.056,45.664,58.88,54.656,60.08,57.168,52.896,46.96,54.624,48.048,55.52,59.968,99.904,108.176,94.096,103.664,70.736
2020.11.27,54.784,55.68,43.52,40.352,40.608,40.656,29.008,41.024,49.04,39.584,55.664,62.528,51.952,55.424,43.536,42.432,65.408,60.512,75.904,99.424,96.096,92.56,86.592,79.904
2020.11.28,65.536,51.872,50.24,43.872,47.44,47.472,26.416,43.328,38.272,51.52,66.08,68.416,73.28,69.968,62.768,62.448,59.392,59.472,74.592,97.216,81.36,92.768,85.872,75.632
2020.11.29,61.92,50.688,44.528,39.792,45.216,45.168,28.08,54.016,48.352,56.272,67.232,66.352,72.128,62.912,49.344,38.224,53.456,54.112,70.912,119.424,114.448,108.832,89.424,77.008
2020.11.30,59.456,47.696,51.2,39.984,48.512,47.328,39.264,54.08,50.688,67.776,80.912,68.352,75.2,63.504,44.528,42.4,59.104,74.08,82.864,120.528,109.68,107.952,96.848,69.648
2020.12.01,63.792,50.384,46.064,44,45.904,48.192,28.336,50.704,49.008,61.744,91.312,55.456,70.4,62.656,57.248,57.888,57.6,73.696,79.792,117.696,128.528,112.048,102.624,75.808
2020.12.02,54.512,54.032,44.416,42.96,52.672,42.768,27.232,55.024,46.48,81.04,90.384,75.184,74.112,69.44,51.84,49.872,54.48,53.712,89.968,126.96,106.576,93.456,80.64,79.152
2020.12.03,59.36,52.24,47.68,42.432,44.576,42,30.448,40.4,48.192,48.384,79.408,92.576,77.744,67.568,60.352,53.728,61.792,104.24,115.712,152.048,135.136,114.144,109.44,83.024
2020.12.04,62.208,51.36,58.192,44.672,46.816,41.488,29.84,40.704,48.704,53.808,85.52,97.92,102.048,107.12,92.128,80.08,91.376,115.264,143.696,152.656,164.928,150.096,109.616,85.536
2020.12.05,60.176,45.712,44.976,43.648,38.832,43.584,32.704,48.768,45.12,53.744,111.808,118.848,114.032,87.712,86.752,103.472,93.264,122.336,135.248,164.256,152.112,132.368,127.6,89.024
2020.12.06,71.296,61.072,56.832,43.072,49.696,48.064,34.304,44.4,44.48,54.928,116.224,78.992,98.896,103.36,88.416,66.56,58.368,103.312,113.04,143.648,143.712,144.976,100.768,74.08
2020.12.07,65.536,57.376,51.024,41.504,47.2,42.976,31.024,47.6,47.488,49.056,92.768,84.592,93.984,71.408,61.28,62.608,73.328,95.696,118.768,145.232,127.664,124.464,117.136,82.464
2020.12.08,60.496,52.576,49.792,50.992,52.768,50.176,38.608,49.664,54.784,56.192,90.944,82.64,88.992,79.904,65.92,53.056,62.304,97.84,93.856,146.16,130.672,145.104,114.384,88.8
2020.12.09,56.512,47.888,44.096,42.4,46.256,44.576,42.944,42.064,52.928,50.48,79.2,90,93.872,89.344,70,69.2,54.528,60.736,110.24,129.2,137.744,151.904,93.52,80.256
2020.12.10,60.64,47.76,50.88,51.072,46.784,45.088,44.8,35.232,43.152,55.072,80.16,68.336,87.616,68.24,53.056,70.096,65.2,73.696,90.896,143.696,128.416,124.288,104.064,73.088
2020.12.11,64.416,54.688,46.48,42.544,45.952,43.904,35.28,47.92,57.776,54.224,87.616,105.92,69.872,70.976,57.456,46.512,53.248,85.088,101.184,122.048,107.008,114,83.728,67.904
2020.12.12,63.648,51.392,45.84,42.72,44.208,43.312,29.92,47.024,44.144,53.424,95.616,82.688,74,63.616,50.72,59.968,57.008,85.456,84.496,132.368,116.56,114.208,89.856,97.456
2020.12.13,66.64,59.088,43.28,39.024,46.864,55.232,35.056,47.536,36.272,48.688,74.496,97.44,89.872,71.648,66.192,47.504,73.12,73.136,96.928,112.544,123.168,129.376,106.496,70
2020.12.14,63.248,48.88,49.04,40.672,44.56,45.44,34.56,40.4,47.488,51.744,73.136,63.296,60.272,60.272,48.288,50.464,65.936,69.616,77.872,126.816,151.088,98.736,92.496,80.224
